"This report is current as of June 5, 2024 ",,,,,,,,,,,,,,,,,,,,,,,,,,
All Credible Fear Cases - Showing number of cases received and number of cases completed by outcome per semi-monthly period (1st - 15th and 16th - end of month)1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
From,,5/16/2023,6/1/2023,6/16/2023,7/1/2023,7/16/2023,8/1/2023,8/16/2023,9/1/2023,9/16/2023,10/1/2023,10/16/2023,11/1/2023,11/16/2023,12/1/2023,12/16/2023,1/1/2024,1/16/2024,2/1/2024,2/16/2024,3/1/2024,3/16/2024,4/1/2024,4/16/2024,5/1/2024,5/16/2024
To,,5/31/2023,6/15/2023,6/30/2023,7/15/2023,7/31/2023,8/15/2023,8/31/2023,9/15/2023,9/30/2023,10/15/2023,10/31/2023,11/15/2023,11/30/2023,12/15/2023,12/31/2023,1/15/2024,1/31/2024,2/15/2024,2/29/2024,3/15/2024,3/31/2024,4/15/2024,4/30/2024,5/15/2024,5/31/2024
Case Receipts,,"12,287","7,940","9,245","7,944","8,336","8,712","11,767","11,034","7,173","9,669","11,393","8,227","6,859","5,665","4,519","6,163","8,993","9,203","8,701","9,390","8,394","8,688","9,333","9,956","9,326"
All Decisions,,"8,108","9,900","8,239","8,680","9,043","7,714","8,588","7,527","7,323","6,360","8,622","9,176","8,559","9,554","5,606","6,825","11,251","11,436","9,085","11,327","12,453","9,428","10,067","9,223","9,292"
Fear Established_Persecution (Y),,"2,457","2,837","2,617","3,098","2,946","2,510","2,583","2,472","2,539","2,124","2,682","2,582","2,163","2,108","1,920","1,816","1,844","2,057","1,891","2,320","2,847","2,522","2,568","2,460","2,333"
Fear Established_Torture (Y),,"1,777","1,969","1,919","2,077","2,104","1,886","1,945","1,554","1,569","1,516","2,301","2,102","1,585","1,479","1,339","1,407","1,631","1,599","1,422","1,832","2,042","1,747","1,770","1,565","1,571"
Fear Not Established (N),,"3,091","4,097","2,881","2,748","3,134","2,575","3,053","2,453","2,228","2,003","2,791","2,832","2,528","2,584","1,639","2,149","3,476","3,523","3,215","3,243","3,676","3,601","3,852","3,771","3,561"
Administratively Closed,,783,996,822,757,858,743,"1,007","1,048",987,717,848,"1,660","2,283","3,383",708,"1,453","4,300","4,257","2,557","3,932","3,888","1,558","1,877","1,427","1,827"
Credible Fear Cases Subject to Third Country Transit Bar - Interim Final Rule2 (No Results. The specified criteria didn't result in any data.),,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
